Basketball Dataset /Users/jimmy/Data/YoutubeSR/Simley_vs_Richfield.mov
ImageFile, Camera Parameter [Pan Tilt FocalLength]

images/00036000.jpg	 -19.417753	 -6.736397	 2056.899044	
images/00036010.jpg	 -19.420580	 -6.660670	 2056.800174	
images/00036020.jpg	 -19.420530	 -6.563878	 2057.219120	
images/00036030.jpg	 -19.427619	 -6.477335	 2056.769087	
images/00036040.jpg	 -19.422836	 -6.396063	 2056.743778	
images/00036050.jpg	 -19.420545	 -6.333511	 2056.962010	
images/00036060.jpg	 -19.412911	 -6.295222	 2057.291678	
images/00036070.jpg	 -19.413971	 -6.265726	 2057.246180	
images/00036080.jpg	 -19.407466	 -6.253132	 2057.077477	
images/00036090.jpg	 -19.410314	 -6.188259	 2056.888866	
images/00036100.jpg	 -19.399014	 -6.024525	 2056.471308	
images/00036110.jpg	 -19.373605	 -5.784021	 2056.877667	
images/00036120.jpg	 -19.318383	 -5.544641	 2057.227300	
images/00036130.jpg	 -19.273757	 -5.344999	 2058.018193	
images/00036140.jpg	 -19.113839	 -5.207077	 2057.903430	
images/00036150.jpg	 -18.392504	 -5.120812	 2060.004095	
images/00036160.jpg	 -15.665595	 -4.937481	 2070.298570	
images/00036170.jpg	 -11.563265	 -4.877837	 2064.978584	
images/00036180.jpg	 -7.928620	 -4.799231	 2057.893578	
images/00036190.jpg	 -5.594573	 -6.174887	 2079.815984	
images/00036200.jpg	 -3.567533	 -7.403299	 2112.484775	
images/00036210.jpg	 -2.220582	 -8.059807	 2084.198799	
images/00036220.jpg	 -1.968888	 -8.703084	 2111.760380	
images/00036230.jpg	 -0.241747	 -9.085660	 2105.579433	
images/00036240.jpg	 3.154142	 -9.068714	 2119.504451	
images/00036250.jpg	 8.017419	 -8.905293	 2134.133963	
images/00036260.jpg	 11.995638	 -8.676061	 2098.887454	
images/00036270.jpg	 16.614793	 -8.419240	 2097.217233	
images/00036280.jpg	 22.371808	 -8.347132	 2070.635275	
images/00036290.jpg	 27.026077	 -8.095602	 2044.162515	
images/00036300.jpg	 26.878648	 -7.824740	 2112.739206	
images/00036310.jpg	 26.420306	 -6.814979	 2039.707084	
images/00036320.jpg	 26.287923	 -6.511332	 2086.921486	
images/00036330.jpg	 26.030062	 -8.106886	 2088.731496	
images/00036340.jpg	 25.836990	 -10.045069	 2088.001181	
images/00036350.jpg	 25.632521	 -11.196752	 2086.805934	
images/00036360.jpg	 25.461115	 -11.567980	 2087.352093	
images/00036370.jpg	 29.000693	 -10.154645	 2044.830724	
images/00036380.jpg	 34.947397	 -9.140682	 2062.776865	
images/00036390.jpg	 37.876817	 -8.797931	 2023.820263	
images/00036400.jpg	 39.286788	 -8.535180	 2025.407133	
images/00036410.jpg	 39.428641	 -8.375999	 2049.737214	
images/00036420.jpg	 39.271055	 -8.085427	 2053.332212	
images/00036430.jpg	 39.064364	 -7.763467	 2048.612721	
images/00036440.jpg	 38.837308	 -7.435042	 2050.087914	
images/00036450.jpg	 38.722377	 -6.981534	 2048.042881	
images/00036460.jpg	 38.551004	 -6.460407	 2047.469769	
images/00036470.jpg	 38.392829	 -5.976271	 2049.265489	
images/00036480.jpg	 37.652156	 -5.619103	 2048.468948	
images/00036490.jpg	 31.492115	 -5.313090	 2054.871595	
images/00036500.jpg	 26.429822	 -5.531876	 2110.118962	
images/00036510.jpg	 20.155686	 -5.774400	 2081.773036	
images/00036520.jpg	 16.979103	 -5.846184	 2111.251448	
images/00036530.jpg	 17.320010	 -5.853850	 2089.435938	
images/00036540.jpg	 17.460983	 -5.735029	 2110.310028	
images/00036550.jpg	 17.601233	 -5.528124	 2108.391100	
images/00036560.jpg	 17.783682	 -5.307968	 2099.648120	
images/00036570.jpg	 17.768790	 -5.134421	 2107.939550	
images/00036580.jpg	 17.921677	 -5.066745	 2102.590830	
images/00036590.jpg	 17.862873	 -5.109653	 2107.679282	
images/00036600.jpg	 17.980803	 -5.515726	 2103.333530	
images/00036610.jpg	 17.988090	 -6.795211	 2105.338599	
images/00036620.jpg	 18.019587	 -7.610751	 2104.133382	
images/00036630.jpg	 17.987408	 -8.250706	 2109.005176	
images/00036640.jpg	 18.180375	 -8.795176	 2086.212535	
images/00036650.jpg	 18.194383	 -9.203325	 2086.601247	
images/00036660.jpg	 18.174510	 -9.267896	 2088.357634	
images/00036670.jpg	 17.988450	 -9.303366	 2108.302037	
images/00036680.jpg	 18.144570	 -9.459928	 2088.603487	
images/00036690.jpg	 18.149915	 -9.639301	 2087.340764	
images/00036700.jpg	 18.134402	 -9.730151	 2085.867164	
images/00036710.jpg	 18.140843	 -9.803990	 2085.281563	
images/00036720.jpg	 18.138123	 -9.827488	 2089.913622	
